Sticker,Revenue,Cost of Revenue,R&D Expenses,SG&A Expense,Operating Expenses,Interest Expense,Income Tax Expense,Preferred Dividends,EPS,Weighted Average Shs Out,Dividend per Share,Cash and cash equivalents,Short-term investments,Receivables,Inventories,Total current assets,"Property, Plant & Equipment Net",Goodwill and Intangible Assets,Long-term investments,Total non-current assets,Total assets,Payables,Short-term debt,Total current liabilities,Long-term debt,Total debt,Deferred revenue,Tax Liabilities,Deposit Liabilities,Total non-current liabilities,Total liabilities,Other comprehensive income,Retained earnings (deficit),Total shareholders equity,Investments,Net Debt,Other Assets,Other Liabilities,Depreciation & Amortization,Stock-based compensation,Operating Cash Flow,Capital Expenditure,Acquisitions and disposals,Investment purchases and sales,Investing Cash flow,Issuance (repayment) of debt,Issuance (buybacks) of shares,Dividend payments,Financing Cash Flow,Effect of forex changes on cash,Net cash flow / Change in cash,Free Cash Flow,priceEarningsRatio,dividendYield,pretaxProfitMargin,netProfitMargin,returnOnAssets,returnOnEquity,returnOnCapitalEmployed,inventoryTurnover,assetTurnover,currentRatio,quickRatio,cashRatio,daysOfSalesOutstanding,daysOfInventoryOutstanding,daysOfPayablesOutstanding,debtRatio,debtEquityRatio,longtermDebtToCapitalization,totalDebtToCapitalization,interestCoverage,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,payoutRatio,operatingCashFlowSalesRatio,Revenue per Share,Net Income per Share,Operating Cash Flow per Share,Free Cash Flow per Share,Cash per Share,Book Value per Share,Tangible Book Value per Share,Shareholders Equity per Share,Interest Debt per Share,Enterprise Value,PE ratio,Price to Sales Ratio,Earnings Yield,Debt to Equity,Debt to Assets,Net Debt to EBITDA,Current ratio,Interest Coverage,Income Quality,Dividend Yield,Payout Ratio,SG&A to Revenue,R&D to Revenue,Intangibles to Total Assets,Capex to Operating Cash Flow,Capex to Revenue,Capex to Depreciation,Stock-based compensation to Revenue,ROIC,Return on Tangible Assets,Working Capital,Tangible Asset Value,Net Current Asset Value,Invested Capital,Average Receivables,Average Payables,Average Inventory,Days Sales Outstanding,Days Payables Outstanding,Days of Inventory on Hand,Receivables Turnover,Inventory Turnover,ROE,Capex per Share,Gross Profit Growth,EBIT Growth,Operating Income Growth,Net Income Growth,EPS Growth,Dividends per Share Growth,Operating Cash Flow growth,Free Cash Flow growth,3Y Revenue Growth (per Share),3Y Operating CF Growth (per Share),3Y Net Income Growth (per Share),3Y Shareholders Equity Growth (per Share),3Y Dividend per Share Growth (per Share),Receivables growth,Inventory Growth,Asset Growth,Book Value per Share Growth,Debt Growth,R&D Expense Growth,SG&A Expenses Growth,Sector,2019 PRICE VAR
TVTY,606299000,432714000,0,35113000,39904000,8733000,27046000,0,2.47,40249950,0,1933000,0,67139000,0,78105000,16341000,363729000,0,403974000,482079000,29103000,57000,81072000,30589000,30646000,582000,319000,0,32006000,113078000,0,49655000,369001000,0,28713000,9033000,51912000,4667000,6097000,108739000,-9053000,1416000,0,-7637000,21545000,1910000,0,-127553000,-56000,-26507000,99686000,10.0445,0,0.220486921,0.162960849,7.3877,0.2678,0.2093,0,1.257675609,0.963,0.851983422,0.023843004,0,40.4186,17.5204,0.0636,0.0831,0.076550965,0.076682672,15.4107,2.7132,2.487,0.0482,0,0.179348803,15.128,2.4653,2.7132,2.487,0.0482,9.207,2.953,9.2071,0.7647,1027314260,10.0445,1.647,0.0996,0.0831,0.0636,0.2062,0.963,15.4107,1.1006,0,0,0.0579,0,0.7545,0.0833,0.0149,-1.9398,0.0101,0.2093,7.3877,-2967000,118350000,-34973000,65991000,61126000,27953500,0,40.4186,17.5204,0,9.9188,0,0.2678,-0.2259,0.0759,0.0952,0.1103,0.5507,0.5247,0,0.0329,0.0032,0.0624,0.1465,0,0.0555,0,0.2182,0,-0.2422,0.3324,-0.79,0,0.0219,Healthcare,-17.34362434
FCN,2027877000,1328074000,0,465636000,473798000,27149000,57181000,0,4.06,38387013,0,312069000,29228000,554608000,0,965353000,84577000,1206949000,84471000,1413768000,2379121000,104600000,0,482570000,265571000,265571000,44434000,155088000,0,547726000,1030296000,-147817000,1196727000,1348825000,113699000,-75726000,69448000,377970000,39698000,15577000,230672000,-32270000,50283000,0,18744000,-99899000,-17263000,0,-117519000,-9789000,122108000,198402000,16.4138,0,0.111449067,0.074270284,0.2655,0.1117,0.0908,0,0.852363961,2,1.856528587,0.64668131,0,99.8246,18.8271,0.1116,0.1969,0.16450177,0.16450177,8.6538,6.0091,5.168,8.1295,0,0.113750489,52.8272,3.9235,6.0091,5.168,8.1295,35.138,30.536,35.1375,6.9183,2482384546,16.4138,1.2615,0.0609,0.1969,0.1116,-0.2757,2,8.6538,1.5316,0,0,0.2296,0,0.5073,0.1399,0.0159,-0.8129,0.0077,0.0908,0.2655,482783000,1172172000,-64943000,643104000,538743000,99736500,0,99.8246,18.8271,0,3.7641,0,0.1117,-0.8406,0.1818,1.0891,1.079,0.395,0.4552,0,0.5626,0.716,0.076,0.2168,0.3557,0.087,0,0.0607,0,0.054,0.1189,-0.3298,0,0.0778,Industrials,68.45790767
ATOM,246000,148000,7318000,5913000,13231000,0,0,0,-1.02,15033525,0,18933000,0,185000,0,19288000,56000,0,0,69000,19357000,348000,0,1611000,0,0,55000,0,0,0,1611000,0,-121962000,17746000,0,-18933000,170000,1263000,33000,2425000,-9773000,-23000,0,0,-23000,0,11360000,0,11360000,0,1564000,-9796000,0,0,-53.38617886,-52.42682927,-0.7273,-0.7268,0,0,0.012708581,11.973,11.86716325,11.75232775,0,274.4919,516.3415,0,0,0,0,0,-0.7723,-0.7741,1.4961,0,-39.72764228,0.0194,-1.0191,-0.7723,-0.7741,1.4961,1.402,1.53,1.4023,0,24213216.75,0,175.3911,-0.3554,0,0,1.4718,11.973,0,0.7578,0,0,24.0366,29.748,0,0,0.0935,-0.697,9.8577,0,-0.7273,17677000,19357000,17677000,-1187000,147500,273000,0,274.4919,516.3415,0,1.6678,0,-0.7268,-0.0018,0.3803,0.0131,0.0058,0.0131,0.0811,0,-0.0521,-0.0478,0,0,0,0,0,0.6818,0,0.087,-0.0209,0,0.2561,-0.2068,Technology,4.230118553
WEX,1492639000,547929000,0,438553000,564072000,105023000,68843000,0,3.9,43103426,0,555031000,0,2694074000,0,3398126000,187868000,2866323000,24406000,3372469000,6770595000,814742000,216517000,2311571000,2133923000,2350440000,0,151685000,927444000,2663100000,4974671000,-117291000,1481593000,1785697000,24406000,1795409000,149021000,1280312000,199805000,33887000,400229000,-87152000,-162750000,-4273000,-254175000,-72426000,-9942000,0,-102728000,-10680000,32646000,313077000,35.9128,0,0.255010086,0.112749968,0.1321,0.0942,0.0579,0,0.220459059,1.47,1.405583043,0.240109865,0,658.7909,199.2316,0.3472,1.3163,0.544420888,0.568269378,3.258,9.274,7.2545,12.861,0,0.268135162,34.5871,3.8997,9.274,7.2545,12.861,41.378,90.469,41.3777,54.4638,7832474846,35.9128,4.0446,0.0278,1.3163,0.3472,3.3128,1.47,3.258,2.3781,0,0,0.2938,0,0.4233,0.2178,0.0584,-0.4362,0.0227,0.0579,0.1321,1086555000,3904272000,-1576545000,3388110000,2650108000,828961000,0,658.7909,199.2316,0,0.5632,0,0.0942,-2.0195,0.2866,0.2109,0.7915,0.0514,0.0484,0,1.9553,4.5756,0.162,-0.0687,0.1075,0.1399,0,0.0337,0,0.0122,0.0971,-0.0307,0,0.2602,Industrials,50.9948132
NXST,2766696000,1117917000,0,579933000,891000000,220994000,144680000,0,8.52,45612436,1.5,145115000,0,547285000,0,767075000,731538000,5438145000,13971000,6294955000,7062030000,67828000,96093000,404172000,3884910000,3981003000,0,636639000,0,4788874000,5193046000,-14316000,620371000,1852774000,13971000,3835888000,74675000,240251000,259195000,31260000,736867000,-101902000,-103976000,0,-175514000,-410471000,-44554000,-68629000,-531890000,0,29463000,634965000,9.23,0.019270972,0.27389312,0.140773327,0.3559,0.2102,0.0718,0,0.391770638,1.898,1.713132033,0.359042685,0,72.2013,8.9483,0.5637,2.1487,0.677086783,0.682405755,3.4171,16.1177,13.889,3.1741,0.176,0.266334646,60.5166,8.5191,16.1177,13.889,3.1741,40.526,35.52,40.5261,87.0774,7422849967,9.23,1.2965,0.1083,2.1487,0.5637,3.7816,1.898,3.4171,1.8919,0.0191,0.176,0.2096,0,0.7701,0.1383,0.0368,-0.3931,0.0113,0.0718,0.3559,362903000,1623885000,-4425971000,5055601000,555114000,49482000,0,72.2013,8.9483,0,4.984,0,0.2102,-2.2289,0.1461,0.5659,0.6918,-0.18,-0.1792,0.25,5.7546,0.1863,0.2805,0.3465,0.5052,1.4999,0.2544,-0.0278,0,-0.0561,0.1806,-0.0874,0,-0.0416,Consumer Cyclical,49.51134586
CURO,651079000,310182000,0,158955000,186536000,84356000,1489000,0,-0.48,45992983,0,86614000,160998000,0,0,418554000,76750000,149065000,91064000,362244000,919617000,49146000,147771000,229383000,786336000,2196000,9483000,15309000,0,510560000,938718000,-61060000,-18065000,-19101000,497534000,264783000,56203000,38949000,18838000,8210000,534464000,-14265000,-958000,-605622000,-620845000,9308000,9784000,0,19092000,-7345000,-74634000,520199000,0,0,0.237084901,-0.033871466,0.2296,1.1545,0.3068,0,0.707989304,1.825,1.079469708,0.37759555,0,0,27.5516,0.0024,-0.115,1.024895892,1.020875273,0.7562,11.6657,11.3543,1.8905,0,0.820889631,14.211,-0.4813,11.6657,11.3543,1.8905,-0.417,16.819,-0.4169,0.0479,191057408.7,0,0.6704,-0.0506,-0.115,0.0024,1.3844,1.825,0.7562,-24.2354,0,0,0.2441,0,0.1621,0.0267,0.0219,-0.7572,0.0126,0.3068,0.2296,189171000,770552000,-321389000,686134000,0,52469000,0,0,27.5516,0,0,0,1.1545,-0.3114,-0.0239,-0.6342,-0.174,-1.4487,-1.375,0,0.2289,0.2236,0.0042,1.9563,0,0,0,0,0,0.0697,-3.2419,-0.9969,0,0.0257,Financial Services,24.66734631
KODK,1325000000,1144000000,48000000,225000000,299000000,9000000,-4000000,0,-0.84,42726652,0,244000000,0,232000000,231000000,910000000,216000000,70000000,0,600000000,1510000000,130000000,396000000,778000000,5000000,401000000,0,0,0,562000000,1340000000,-411000000,-200000000,-3000000,0,157000000,203000000,252000000,73000000,6000000,-62000000,-33000000,11000000,0,-22000000,-3000000,0,0,-11000000,-7000000,-102000000,-95000000,0,0,-0.089056604,-0.012075472,-0.046,5.3333,-0.1037,5.5556,0.877483444,1.17,0.611825193,0.313624679,-73.7019,63.9094,35.8113,0.2656,-133.6667,2.5,1.007537688,-1.2222,-1.452,-2.471,5.7143,0,-0.046792453,31.0304,-0.3747,-1.452,-2.471,5.7143,-0.07,33.724,-0.0703,9.3911,265952962.6,0,0.0822,-0.3294,-133.6667,0.2656,2.5323,1.17,-1.2222,3.875,0,0,0.1698,0.0362,0.0464,0,0.0249,-0.4521,0.0045,-0.1037,-0.046,132000000,1440000000,-430000000,819000000,242500000,156500000,238500000,63.9094,35.8113,-73.7019,5.4639,5.5556,5.3333,-0.7728,-0.1422,0.3889,0.43,-1.1702,-1.4773,0,0.0746,0.0952,-0.1033,0,0,0,0,-0.083,-0.061,-0.1154,-1.0522,-0.005,-0.25,-0.0586,Technology,83.79447225
MTRN,1207815000,956710000,15187000,153489000,189609000,2471000,-4504000,0,1.03,20244285,0.415,70645000,0,130538000,214871000,439353000,251018000,97118000,0,360988000,800341000,49622000,823000,139780000,17287000,18110000,38481000,5803000,0,106655000,246435000,-58234000,548374000,553906000,0,-52535000,23299000,89335000,35524000,5313000,76374000,-33828000,0,0,-33828000,-1638000,-422000,-8389000,-13605000,-140000,28801000,42546000,43.6796,0.009257845,0.050915082,0.017259266,0.0379,0.0376,0.0651,5.5503,1.509125485,3.143,1.439283159,0.505401345,-81.9767,39.4484,14.9957,0.0226,0.0327,0.030264727,0.031659954,7.6135,3.7786,2.105,3.4952,0.403,0.063233194,59.7573,1.0314,3.7786,2.105,3.4952,27.405,34.792,27.4048,0.896,858255382.2,43.6796,0.7541,0.0229,0.0327,0.0226,-0.9668,3.143,7.6135,3.6637,0.0092,0.403,0.1271,0.0126,0.1213,0.4429,0.028,-0.9523,0.0044,0.0651,0.0379,299573000,703223000,192918000,510908000,127276000,49340500,217611500,39.4484,14.9957,-81.9767,9.4897,5.5503,0.0376,-1.6737,0.1798,-0.5124,0.5362,0.8205,0.807,0.0506,0.1265,0.0392,0.0541,-0.0586,-0.1362,0.0448,0.0534,0.0526,-0.0249,0.0117,0.1088,-0.0796,0.0863,0.0638,Basic Materials,33.27038011
TECH,642993000,210850000,55329000,240636000,295965000,10188000,-198000,0,3.36,37573865,1.28,121990000,59764000,120296000,85648000,398366000,145348000,1044222000,0,1194836000,1593202000,18452000,0,79510000,339000000,339000000,0,95171000,0,434631000,514141000,-44814000,876931000,1079061000,59764000,157246000,10668000,61058000,64463000,28240000,170367000,-20934000,-46277000,27819000,-38712000,-4500000,19170000,-47973000,-99188000,-2089000,30378000,149433000,44.1131,0.008695872,0.211787687,0.196191871,0.2718,0.1169,0.0639,8.8203,0.403585358,5.01,3.798893221,1.534272419,-148.2643,68.287,10.4744,0.2128,0.3142,0.239058828,0.239058828,13.3628,4.546,3.445,3.2551,0.381,0.264959339,17.1575,3.3662,4.546,3.445,3.2551,28.793,14.649,28.7934,9.0458,5726444270,44.1131,8.6614,0.0227,0.3142,0.2128,0.7839,5.01,13.3628,1.3505,0.0086,0.381,0.3742,0.086,0.6554,0.1229,0.0326,-0.3247,0.0439,0.0639,0.2718,318856000,548980000,-115775000,686480000,118563000,51854000,72899500,68.287,10.4744,-148.2643,5.4232,8.8203,0.1169,-0.5586,0.1538,0.1409,0.1293,0.658,0.6471,0,0.1854,0.1625,0.1206,0.0656,0.0504,0.0804,0.0026,0.0297,0.4239,0.0225,0.1314,-0.0139,0.0339,0.2005,Healthcare,55.69348384
WING,153181000,32063000,0,78278000,82591000,10123000,5208000,0,0.74,29296047,6.54,16955000,0,5764000,0,29906000,8338000,96588000,0,109843000,139749000,2750000,2400000,26482000,309374000,311774000,21885000,4866000,0,338097000,364579000,0,-226159000,-224830000,0,294819000,7187000,21332000,4313000,3725000,38770000,-3982000,-6516000,0,-10498000,176679000,517000,-190737000,-13724000,0,14548000,34788000,86.7432,0.101894832,0.251512916,0.141786514,1.8465,-0.0966,0.2439,0,1.096115178,1.129,0.857903482,0.640246205,0,13.7345,6.5527,2.231,-1.3867,3.659325322,3.585917372,3.66,1.3263,1.19,0.58,8.838,0.253099275,5.2404,0.743,1.3263,1.19,0.58,-7.691,1.477,-7.6915,10.6659,2175332257,86.7432,12.2764,0.0115,-1.3867,2.231,7.1276,1.129,3.66,1.7851,0.1019,8.838,0.511,0,0.6912,0.1027,0.026,-0.9233,0.0243,0.2439,1.8465,3424000,43161000,-334673000,311498000,5165500,2251000,0,13.7345,6.5527,0,29.6546,0,-0.0966,-0.1362,0.1582,0.0938,0.1374,-0.0928,-0.0976,45.7143,0.4132,0.3971,0.2272,0.3805,0.2645,0,0,0.2621,0,0.1662,-2.8207,1.3382,0,0.1627,Consumer Cyclical,40.63908355
FI,522493000,350117000,0,155584000,265257000,-4243000,-2950000,0,-0.41,224242222,0,186212000,26603000,189414000,69382000,492090000,416490000,242109000,0,701839000,1193929000,123981000,5627000,129724000,0,5627000,116000,221000,0,29433000,159157000,-32338000,16860000,1034772000,26603000,-207188000,20479000,116000,111292000,10621000,-32644000,-49382000,0,59785000,10403000,-5892000,1315000,0,-7946000,3384000,-26803000,-82026000,0,0,-0.177765061,-0.173654001,-0.1165,-0.0877,-0.0677,7.1672,0.43762485,3.793,3.100652154,1.435447566,-72.3313,132.3197,86.6099,0.0047,0.0054,0,0.005408502,23.0794,-0.1457,-0.366,0.8313,0,-0.062477392,2.3326,-0.4051,-0.1457,-0.366,0.8313,4.62,4.249,4.6195,0.0251,963356398.8,0,2.2403,-0.0785,0.0054,0.0047,-15.5011,3.793,23.0794,0.3598,0,0,0.2978,0,0.2028,0,0.0945,-0.4437,0.0203,-0.0677,-0.1165,362366000,951820000,332933000,641511000,158312000,116433000,72901000,132.3197,86.6099,-72.3313,3.3004,7.1672,-0.0877,-0.2205,0.194,-0.1022,0.5675,0.431,0.4306,-1,-2.3177,-5.8784,-0.282,0,0,-0.1614,-1,0.489,-0.0921,-0.0538,-0.0769,0.1919,0,-0.0496,Energy,-2.45283226
ADES,23945000,6253000,0,22228000,24092000,2151000,10423000,0,1.78,19915631,1,18577000,0,13838000,21791000,59776000,42697000,4830000,11829000,99888000,159664000,6235000,24067000,40719000,50058000,74125000,0,0,0,50998000,91717000,0,12914000,67947000,11829000,55548000,5570000,10417000,723000,2490000,-9889000,-467000,-62501000,46425000,-16543000,65864000,-26112000,-20165000,19511000,0,-6921000,-10356000,5.927,0.100001546,-0.267279181,1.480643141,0.5741,0.5218,-0.0321,2.1903,0.149971189,1.468,0.796065719,0.456224367,-1271.9838,210.9363,95.0418,0.4643,1.0909,0.424202364,0.521742497,22.3282,-0.4969,-0.52,0.9335,0.562,-0.412988098,1.2032,1.7815,-0.4969,-0.52,0.9335,3.414,7.78,3.4143,3.7247,265657907.1,5.927,8.7747,0.1687,1.0909,0.4643,1.1394,1.468,22.3282,-0.2789,0.0948,0.562,0.9283,0,0.0303,0,0.0195,-0.6459,0.104,-0.0321,0.5741,19057000,154834000,-31941000,169663000,9099000,3617500,10932500,210.9363,95.0418,-1271.9838,2.6316,2.1903,0.5218,-0.0235,0.3126,-0.1275,-0.5451,0.272,0.3692,0.3333,0.1582,0.1495,-0.2526,0,0,0,0,2.1739,293.473,0.9326,-0.007,0,0,0.386,Industrials,6.829748375
BOOM,326429000,215734000,0,61213000,73271000,1615000,4134000,0,2.05,14898543,0.08,13375000,0,59709000,51074000,132216000,95140000,8589000,0,108202000,240418000,24243000,3125000,64565000,38230000,41355000,0,9924000,0,41567000,106132000,-35014000,89291000,134286000,0,27980000,8058000,37197000,9520000,3580000,27638000,-45095000,0,0,-45095000,23372000,-11000,-1189000,21858000,-9000,4392000,-17457000,17.1317,0.002331054,0.114646677,0.093352613,0.1872,0.2269,0.1412,7.52,1.357756075,2.048,1.131944552,0.20715558,-86.412,66.7642,27.1076,0.172,0.308,0.221602634,0.235451859,22.4285,1.9022,-1.201,0.9205,0.039,0.084667723,22.4663,2.0973,1.9022,-1.201,0.9205,9.242,15.955,9.2421,2.8462,551216830.2,17.1317,1.6029,0.0584,0.308,0.172,0.6117,2.048,22.4285,0.907,0.0023,0.039,0.1875,0,0.0357,1.6316,0.1381,-4.7369,0.011,0.1412,0.1872,67651000,231829000,26084000,195244000,54588500,22034500,43408000,66.7642,27.1076,-86.412,5.9798,7.52,0.2269,-3.1036,0.8638,3.6564,4.0525,2.6163,2.5649,0,3.0963,-32.1176,0.2332,1.5398,0,0.0284,-0.1702,0.207,0.429,0.389,0.2535,1.2995,0,0.3387,Industrials,26.4733637
SPH,1344413000,994811000,0,66246000,191468000,77383000,-606000,0,1.24,61405409,2.4,5164000,0,71298000,59112000,157768000,649218000,1268653000,0,1943431000,2101199000,38264000,0,219038000,1255138000,1255138000,95483000,0,0,1388337000,1607375000,-24670000,0,493824000,0,1249974000,22194000,180774000,125222000,0,208542000,-27017000,-12073000,0,-39090000,-19045000,0,-147185000,-167077000,0,2375000,181525000,18.879,0.110478732,0.117623082,0.056927447,0.1302,0.155,0.0527,23.9364,0.639831353,0.72,0.349080981,0.023575818,-21.6884,19.357,10.3884,0.5973,2.5417,0.717647382,0.717647382,1.9812,3.3878,2.9489,0.0839,1.935,0.155117512,21.8401,1.2433,3.3878,2.9489,0.0839,8.022,13.525,8.0222,20.3899,2687474625,18.879,1.0692,0.053,2.5417,0.5973,4.4877,0.72,1.9812,2.7248,0.1025,1.935,0.0493,0,0.6038,0.1296,0.0201,-0.2158,0,0.0527,0.1302,-61270000,832546000,-1449607000,1863482000,68490500,38458000,56166000,19.357,10.3884,-21.6884,19.6292,23.9364,0.155,-0.4389,0.1632,0.3482,0.3717,1.0143,1,-0.3236,0.2926,0.3121,-0.0222,-0.141,-0.0367,-0.1849,-0.1202,0.0855,0.1107,-0.0323,-0.1118,-0.0134,0,0.1554,Utilities,24.51799614
NEWR,355058000,62725000,74332000,264809000,339141000,86000,959000,0,-0.83,55441340,0,140681000,115441000,99488000,0,362999000,53899000,13140000,0,80327000,443326000,2985000,0,218651000,0,0,190282000,0,0,9571000,228222000,-324000,-305484000,215104000,115441000,-256122000,7389000,215666000,23243000,40598000,35650000,-26211000,0,2466000,-23745000,0,32356000,0,32356000,0,44261000,9439000,0,0,-0.131831982,-0.127641118,-0.2286,-0.2107,0,0,0.800895955,1.66,1.626381768,0.643404329,0,102.2738,3.0686,0,0,0,0,-514.8256,0.6504,-0.126,2.5665,0,0.100406131,6.4775,-0.8268,0.6504,-0.126,2.5665,3.924,7.848,3.9243,0,3867604869,0,11.6142,-0.0112,0,0,12.1777,1.66,-514.8256,-0.7866,0,0,0.7458,0.2094,0.0296,0.7352,0.0738,-1.1277,0.1143,0,-0.2286,144348000,430186000,134777000,70854000,80760000,4753500,0,102.2738,3.0686,0,4.3965,0,-0.2107,-0.4782,0.3693,0.2709,0.2369,0.258,0.2966,0,0.8835,2.4453,0.1406,0,0,-0.227,0,0.6038,0,0.2585,0.0861,0,0.2175,0.2387,Technology,-17.31471238
VCRA,179630000,67743000,30879000,87313000,118192000,5241000,-351000,0,-0.32,30549176,0,34276000,186894000,44275000,4350000,274486000,7468000,58316000,0,77612000,352098000,4217000,0,61155000,110540000,110540000,58632000,0,0,128076000,189231000,-443000,-132346000,162867000,186894000,-110630000,4691000,56938000,7662000,20964000,14298000,-4892000,0,-134641000,-139533000,139194000,10596000,0,130785000,0,5550000,9406000,0,0,-0.035099928,-0.053855147,-0.0438,-0.0594,-0.0565,50.141,0.510170464,4.488,4.340528166,0.560477475,-23.4378,89.9648,8.5688,0.3139,0.6787,0.404305669,0.404305669,-0.9128,0.4759,0.313,1.141,0,0.079596949,5.9795,-0.322,0.4759,0.313,1.141,5.421,9.779,5.4215,3.6796,1091480076,0,6.6921,-0.0081,0.6787,0.3139,-38.4399,4.488,-0.9128,-1.478,0,0,0.4861,0.1719,0.1656,0.3421,0.0272,-0.6385,0.1167,-0.0565,-0.0438,213331000,293782000,85255000,308891000,40355500,3447500,3582500,89.9648,8.5688,-23.4378,4.4512,50.141,-0.0594,-0.1628,0.1071,0.5281,0.4107,0.1122,0.1579,0,0.8482,0.9188,0.1427,0,0,0.1047,0,0.2151,0.5453,0.7178,0.2136,0,0.1154,0.0385,Technology,-47.4297307
EXLS,883112000,584855000,0,179814000,248436000,7227000,3397000,0,1.65,34256695,0,104131000,184489000,164752000,0,499935000,73510000,445479000,2753000,562001000,1061936000,5653000,21646000,155095000,263556000,285202000,7722000,9457000,0,288522000,443617000,-83467000,484244000,618069000,187242000,-3418000,46563000,127796000,48719000,23901000,92435000,-40437000,-231829000,-5226000,-277492000,239491000,-41712000,0,197779000,-2868000,9854000,51998000,31.8909,0,0.056415268,0.064234208,0.1356,0.0918,0.0487,0,0.831605671,3.223,2.923189013,0.671401399,0,68.0938,2.3364,0.2686,0.4614,0.298943428,0.315743559,9.3192,2.6831,1.509,3.0226,0,0.104669623,25.6339,1.6466,2.6831,1.509,3.0226,17.941,17.894,17.9405,8.2785,1799169291,31.8909,2.0412,0.0314,0.4614,0.2686,-0.0294,3.223,9.3192,1.6295,0,0,0.2036,0,0.4195,0.4375,0.0458,-0.83,0.0271,0.0487,0.1356,344840000,616457000,56318000,642433000,150228500,5785500,0,68.0938,2.3364,0,5.8785,0,0.0918,-1.1738,0.1164,-0.2252,-0.3149,0.1603,0.1458,0,-0.1831,-0.3334,0.1074,-0.026,0.0207,0.0866,0,0.214,0,0.2865,0.0139,3.652,0,0.1534,Industrials,33.42296821
QLYS,278889000,66185000,53255000,109088000,162343000,172000,-1836000,0,1.47,39379168,0,42226000,248140000,75825000,0,378965000,61442000,29201000,76710000,206715000,585680000,5588000,0,196907000,0,0,185047000,0,0,30784000,227691000,-586000,27964000,357989000,324850000,-290366000,12774000,191319000,28904000,30090000,125464000,-22775000,-13633000,-57138000,-93546000,-1617000,-60987000,0,-77483000,0,-45565000,102689000,50.8435,0,0.180577219,0.205472428,0.2353,0.1601,0.3199,0,0.476179825,1.925,1.8597155,0.214446414,0,99.2371,7.3134,0,0,0,0,323.4884,3.2273,2.6414,1.0862,0,0.449870737,7.1738,1.474,3.2273,2.6414,1.0862,9.208,14.314,9.2085,0,2652833016,50.8435,10.5533,0.0197,0,0,-3.4345,1.925,323.4884,2.1894,0,0,0.3912,0.191,0.0499,0.1815,0.0817,-0.788,0.1079,0.3199,0.2353,182058000,556479000,151274000,317346000,70118500,3366000,0,99.2371,7.3134,0,3.9774,0,0.1601,-0.5858,0.1866,0.4129,0.3522,0.417,0.3611,0,0.1655,0.4706,0.1414,0.1855,0.468,0.1704,0,0.1772,0,0.0896,0.0036,0,0.2438,0.0998,Technology,12.54049769
